,address,price_per_month,price_per_week,let_available_date,deposit,min_tenancy,furnish_type,let_type,house_type,bedrooms,bathrooms,dimensions,description
https://www.rightmove.co.uk/properties/145262342#/?channel=RES_LET,"Sutton Court Road, Sutton, Surrey, SM1","£2,600 pcm",£600 pw,Ask agent,Ask agent,Ask agent,Furnished,Long term,Apartment,3,2,"1,073 sq ft
100 sq m","Find the beauty in your new home.
Your new community in the heart of South London. Everything you need and more on your doorstep. The new way to rent.
Welcome to Sienna House.
Whether you are renting a Studio, 1, 2 or 3 bedroom apartment with us, you are joining a vibrant community in the heart of Sutton.
Our apartments come with high-spec contemporary finishes. We offer both furnished and unfurnished, along with loads of great layouts to choose from.
If you would like to find out more contact the onsite management team now and book in a viewing of your new home.
Everything on your doorstep, giving you, your time back.
Whether that's time entertaining friends in our private dining suite. A movie night in? Keep your pajamas on and pop down to the private cinema room. Sorry, no excuses not to work off that Sunday brunch with our gym and wellbeing studio. If that wasn't enough contact our team and find out everything and more we offer our community at Sienna House.

Location
A dynamic new community, tailored to you and your needs. A stone's throw away from central London... all the perks of big city life, with all the vibrancy of a small town community.
At Sienna House like-minded neighbours make the community perfect for everything from socialising to strategizing.
Sutton to London Bridge in 28-minutes.

*All content, imagery and information contained in this listing are included for general marketing purposes only. They should not be relied on to provide an exact representation of the properties available. All photos and/or images used are for illustrative purposes; actual room layouts, sizes and colours may vary."
https://www.rightmove.co.uk/properties/145401647#/?channel=RES_LET,"Orchard Grove, Anerley, London, SE20","£1,200 pcm",£277 pw,Now,Ask agent,Ask agent,Unfurnished,Long term,Apartment,1,Ask agent,Ask Agent,"A well-proportioned second floor studio apartment set within a popular residential development in Anerley to rent.

Recently redecorated throughout including new flooring and comprising separate kitchen, studio room and bathroom with bath only.

Orchard Grove, SE20 is ideally located within a short distance to the iconic Crystal Palace Park and the transport links of Penge West, Anerley and Crystal Palace Overground stations. The vibrant Triangle and Penge High Street offering trendy cafes, restaurants and boutique shops are all close by also.

The ideal rental for a single professional or couple.

EPC: TBC | Council Tax band: Bromley, B | Available immediately | Offered unfurnished | HD: £276.92 | SD £1,384.61"
https://www.rightmove.co.uk/properties/145401656#/?channel=RES_LET,"Southdown road, Wimbledon, London, SW20 8PX","£3,500 pcm",£808 pw,Now,"£4,038",6 months,Ask agent,Long term,Detached,4,1,Ask agent,"Sharpes Estates this four double bedroom Edwardian family home retaining many period features, situated in this popular residential location convenient for local schools, Wimbledon and Raynes Park Town Centres. Council tax Band E."
https://www.rightmove.co.uk/properties/145401590#/?channel=RES_LET,Seagull Lane London E16,"£1,750 pcm",£404 pw,14/03/2024,"£2,019",Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"This well presented one bedroom apartment is situated in this popular development moments from Royal Victoria DLR station. The property is offered furnished and boasts a living room which is open-plan to the fully integrated kitchen, double bedroom and bathroom with shower over bath. Atlantic Apartments offers communal garden area, concierge service, resident's gym at an additional cost of £20.00 per month and underground parking which is available by separate negotiation and subject to availability. The apartments are situated moments from Royal Victoria DLR station, offering access to Tower Hill, the City and Canning Town for the Jubilee Line. The Emirates Air Line is also situated opposite, offering access to North Greenwich for the O2 arena and Icon shopping centre. Royal Victoria itself boasts numerous shops and restaurants, the ExCel centre and The Quad Club gym at the neighbouring Crowne Plaza hotel. Heating & hot water are charged at an additional cost of £60 per month."
https://www.rightmove.co.uk/properties/144791690#/?channel=RES_LET,"Oval House, Croydon, London","£1,521 pcm",£351 pw,Now,Ask agent,Ask agent,Unfurnished,Long term,Flat,2,1,Ask agent,"Well-presented and recently decorated two bedroom semi-detached family home. Accommodation comprises entrance hall, separate lounge, fitted kitchen, two double bedrooms and stylish, modern fitted bathroom.
Benefits include gas central heating, double glazing, central location, neutral décor, quiet road with off street parking and is located within 10 minutes walking distance to East Croydon BR.
A short walk (5 minutes) to East Croydon main line station which has regular services to both London Bridge and Victoria. A direct service which takes 15 minutes to the centre of London as well as the express service to Gatwick. Proximity to bus stop (2minutes) and tram stop (4minutes) for local transport.
Croydon is also notable for its wide variety of restaurants and bars also with many historic pubs, or even a fashionable wine bar and the famous box park.

EPC Grade D, Deposit is £1759.61 Council Tax Band C"
https://www.rightmove.co.uk/properties/62944442#/?channel=RES_LET,"219 Commercial Road, London, Greater London, E1 2BT","£3,500 pcm",£808 pw,Now,"£4,038",12 months,Part furnished,Long term,Flat,3,2,Ask agent,"LettingaProperty are happy to offer this stylish styled flat property to rent located in an area of London. The property is available from 11-03-2024 for a minimum 12 months tenancy and is let unfurnished. This is a stunningly spacious 3 bedroom duplex apartment located in the heart of the trendy Aldgate East & Whitechapel area on the edge of the city. Fitted, finished and furnished to an extremely high standard, Boasting all the modern amenities you expect from a contemporary modern new build including • Fully Equipped Kitchen • Balcony London City Views • Underfloor Heating throughout

 This wonderful home could be yours to rent for just £3,500.00 per calendar month and a deposit of £4,038.00."
https://www.rightmove.co.uk/properties/144527114#/?channel=RES_LET,"Koa House, Battersea Power Station","£2,492 pcm",£575 pw,Ask agent,"£2,875",Ask agent,Furnished,Long term,Flat,1,Ask agent,Ask Agent,"Situated in a prime location, this well proportioned brand new studio apartment is available to rent in the exclusive Battersea Power Station development. The property offers high specification design and finish, with wood flooring and floor to ceiling windows.

Situated in the heart of the iconic development, residents can take advantage of the selection of vibrant shops, restaurants and leisure spaces available to them. The River Thames, Chelsea, Battersea Park and zone 1 tube and rail stations are located close by.

Minimum contract: 12 months
Council tax band : Wandsworth band TBC
Change of contract fee: £50 including VAT"
https://www.rightmove.co.uk/properties/145401548#/?channel=RES_LET,"Porchester Place, London","£2,600 pcm",£600 pw,Ask agent,"£3,500",Ask agent,Furnished,Long term,Flat,1,1,Ask agent,"A bright newly refurbished one bedroom apartment located in the popular Hyde Park Estate. The apartment comprises large open plan kitchen/reception room, modern bathroom and large double bedroom. The building also benefits from a concierge service and 24 hour security. Porchester Place is located within moments of the cafes and restaurants in the Connaught Village and Hyde Park is a short walk away. The closest tube is Marble Arch (Central Line) and Hyde Park is also within easy reach. Ideally located for the transport and amenities of both Paddington (Bakerloo, District, Circle and Hammersmith and City lines, access to Heathrow) & Edgware Road (Circle, District & Hammersmith & City lines) underground stations.
Please quote reference 72/25PP when phoning or emailing
Call +44 (0) 20 7495 4422
Email"
https://www.rightmove.co.uk/properties/145401488#/?channel=RES_LET,"Hamlet Gardens, King Street, W6","£2,810 pcm",£648 pw,Ask agent,"£3,242",Ask agent,Furnished,Long term,Apartment,1,Ask agent,Ask Agent,"*4 weeks free rent for move in by end of March**

Luxury apartments are housed in attractively red brick Victorian mansion blocks.

This delightful one-bedroom apartment, located in the highly sought-after area of Hamlet Gardens, Ravenscourt Park, W6, offers a perfect blend of elegance and modern comforts.

As you step inside, the spacious living room greets you with its high ceilings, large windows, and tasteful decor. The fully fitted kitchen, equipped with high-end appliances, is a dream for any home cook. The bedroom, complete with abundant storage space, provides a peaceful retreat. The property also features a sleek, contemporary bathroom.

With Ravenscourt Park nearby, residents enjoy a serene environment while also benefitting from excellent transport links and diverse local amenities. The property is primed for those seeking a stylish, convenient living space in one of London's most desirable postcodes.

Available for immediate rent. Don't miss this opportunity to reside in a charming, well-connected locale in cosmopolitan London.

CBRE Limited on its behalf and for the Vendors or Lessors of this property whose Agents they are, give notice that:

1. These particulars are set out as a general outline only for guidance to intending Purchasers or Lessees, and do not constitute any part of an offer or contract.
2.Whilst CBRE Limited uses reasonable endeavours to ensure that the information in these particulars is materially correct, some of the information is derived from third parties and has not been verified by us. Any intending Purchasers, Lessees or Third Parties should not rely on this information as a statement or representation of fact, but must satisfy themselves by their own inspection, searches, enquiries, surveys or otherwise as to the accuracy and completeness.
3. To the maximum extent permitted by law CBRE Limited accepts no liability or responsibility for any loss or damage including without limitation, indirect or consequential loss or damage, or any loss of profits resulting from direct or indirect actions based upon the content of these particulars. No person in the employment of CBRE Limited has any authority to make any representation or warranty whatsoever in relation to this property.
4. Unless otherwise stated, all purchase prices and rents are correct at the date of publication and, unless otherwise stated, are quoted exclusive of VAT. Lease details and service ground rent (where applicable) are given as a guide only and should be checked and confirmed by your solicitor prior to exchange of contracts."
https://www.rightmove.co.uk/properties/144097355#/?channel=RES_LET,"Bridge Meadows, London, SE14","£1,400 pcm",£323 pw,01/04/2024,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Flat,1,"334 sq ft
31 sq m",Ask Agent,"This recently refurbished studio flat boasts from large living space, separate sleeping area, kitchen with new appliances and tiled bathroom. Property benefits from, entry phone system, free parking, carpet flooring, power shower, washing machine, built in wardrobes and spacious living space. Available 1st of April.
Brochures"
https://www.rightmove.co.uk/properties/144712304#/?channel=RES_LET,"Becmead Avenue, Streatham, SW16","£1,600 pcm",£369 pw,14/03/2024,"£1,846",Ask agent,Part furnished,Long term,Apartment,2,1,Ask agent,"A stunning two double bedroom apartment situated on the desirable Becmead Avenue.

There is a bright and spacious living room with a separate modern kitchen, two double bedrooms and a modern bathroom suite which was installed in recent years.

Becmead Avenue is in a prime location just off Streatham High Road and its many amenities such as high street banks, restaurants, bars, coffee shops, cinema and gyms.

The property is equidistant to both Streatham Station or Streatham Hill Station with direct links to London Victoria, London Bridge and the City and is one stop from Balham on the Northern Line.

It also has numerous bus links into London, including a direct route to Brixton on the Victoria Line in under 15 minutes."
https://www.rightmove.co.uk/properties/145401389#/?channel=RES_LET,"Woodcroft Apartments, Silver Works Close, London, NW9","£1,900 pcm",£438 pw,27/04/2024,£0,Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Acorn Properties are delighted to offer to the market this STUNNING Larger than average One Bedroom apartment with an ADDITIONAL storage/ walk in wardrobe room

The property has been furnished to a high standard and decorative taste throughout.
Features include a double bedroom with fitted wardrobe space, large open plan kitchen which includes integrated appliances, living area with balcony access, tiled walk in shower with attractive sky light, a storage room/ second guest room or office space & additional utility area

Further benefits include air conditioning
The property is conveniently located within walking distance to Colindale Station on the Northern Line, as well as the regular bus service on the Edgware Road. Bang Bang Oriental Foodhall is only a short walk away as well as superb access to the local schools and amenities such as Morrisons and Asda.
Internal viewing is highly recommended to appreciate all this flat has to offer, this property is not to be missed!

Available to rent on a furnished basis and is available from late April

Term: 12 Months
Council Tax: C Brent Council
EPC: B"
https://www.rightmove.co.uk/properties/145401347#/?channel=RES_LET,"Montagu Mansions, Marylebone","£3,575 pcm",£825 pw,03/05/2024,"£4,125",Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Bringing to the market this spacious refurbished one bedroom flat on the 3rd floor (with lift) of secure mansion block with 24hr porterage on site.
The property is situated minutes from Baker Street station and Marylebone High Street with shopping facilities available as well as on Oxford Street including Selfridges.
The apartment comprises of a large double bedroom with a good level of storage, a reception room with lots of natural light coming through the bay windows, as well as a modern bathroom and kitchen with appliances."
https://www.rightmove.co.uk/properties/144109097#/?channel=RES_LET,"Ravensbourne Apartments, Fulham Riverside","£7,000 pcm","£1,615 pw",Ask agent,"£9,231",Ask agent,Furnished,Long term,Apartment,4,3,"1,602 sq ft
149 sq m","A stunning four-bedroom duplex apartment with exceptional direct river views. The apartment has been designed to the highest standard and with extreme attention to detail - creating a truly luxurious riverside home, spreading over the 4th & 5th floor.

Offering 1,600 Sq. Ft. of living space the flat comprises a large semi open-plan reception room with fully equipped kitchen including access to a private balcony, separate bathroom, a bedroom and ample storage throughout.

The upstairs floor has three double bedrooms with built-in wardrobes, including a generous master bedroom with en-suite bathroom and dressing area as well as a family bathroom. Floor-to-ceiling windows flood the flat with an abundance of natural light, to compliment the views of the River Thames.

The development benefits from a 24 hour Concierge Service, Gym and is conveniently located in close proximity to the local shops, restaurants and bars."
https://www.rightmove.co.uk/properties/145155878#/?channel=RES_LET,"Rennie Street, Canary Wharf, SE10","£3,750 pcm",£865 pw,07/03/2024,"£5,192",6 months,Furnished,Long term,House,4,2,Ask agent,"*** Available to sharers ***

Extremely spacious four bedroom town house located in the highly sought after Greenwich Millennium Village development. Accommodation in this fabulous property is situated across three floors and includes a large open plan reception area, open plan to a fully integrated sleek and stylish kitchen, four double bedrooms, two bathrooms, separate WC and ample storage throughout.

Further benefits include a private garden, large balcony and an allocated parking space.

The development is located minutes from North Greenwich tube station (Jubilee Line), the Emirates Cable Cars and the O2 with the many attractions within, including bars and restaurants and shops. Other notable amenities within walking distance include, schools, the river bus, local retail park and supermarkets.

The property is offered part furnished and is available from 7th March 2024.nnOur China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ()"
https://www.rightmove.co.uk/properties/145401299#/?channel=RES_LET,"Pointers Close, Island Gardens, E14","£1,322 pcm",£305 pw,08/03/2024,"£1,525",6 months,Furnished,Long term,House Share,"230 sq ft
21 sq m",Ask Agent,Ask Agent,"A fully furnished double bedroom is available for couples in a four-bedroom house with one bathroom house-share. This property is conveniently situated in zone 2, providing excellent transportation connections to central London, with easy access to Island Gardens DLR station nearby.

• Co-Living Space and garden

• Free WiFi Access

• Monthly Cleaning Service for Communal Areas Included

• Council Tax and Water Bills Covered

• Assigned Property Manager

• Regrettably, we are unable to accommodate children or pets."
https://www.rightmove.co.uk/properties/145100219#/?channel=RES_LET,"Shepherds Bush Road, London","£1,500 pcm",£346 pw,15/04/2024,"£1,730",Ask agent,Furnished,Long term,Studio,1,Ask agent,Ask Agent,"*HEATING & HOT WATER INCLUDED* Beautifully finished studio apartment in this sought-after development with porter, secure entry and lift access. The property has made excellent use of space and comprises kitchen and reception, bedroom with built-in storage, shower room and small balcony. It is ideal for a single corporate tenant.

The Grampians is ideally located just moments from the amenities of Shepherd's Bush and Brook Green, while the Westfield London Shopping and Entertainment complex is a short distance away. The open spaces of Shepherd's Bush Common are also close by. Shepherd's Bush (Central Line) and Goldhawk Road (Circle and Hammersmith & City Lines) provide the most convenient London Underground services. Heating and hot water are included in the rent.

Property reference: IATA20853"
https://www.rightmove.co.uk/properties/145401215#/?channel=RES_LET,"Rampayne Street, Wisley House, SW1V","£2,500 pcm",£577 pw,Now,"£2,884",12 months,Furnished,Long term,Maisonette,2,1,Ask agent,"VIDEO TOUR AVAILABLE
Philip Davenport from Agent & Homes is pleased to bring to the market a 2 double bedroom maisonette with its own entrance and a private enclosed gardens forming part of a purpose built block

The ground floor has a separate kitchen and a comfortable reception room. The first floor holds the 2 double bedrooms and the bathroom.

With 2 equally sized bedrooms this property is ideal for sharers or families a like. 

Ideally located close to Pimlico underground station.

EPC Rating: E"
https://www.rightmove.co.uk/properties/145401197#/?channel=RES_LET,"Gladbeck Way, Enfield EN2 7EL","£1,250 pcm",£288 pw,15/03/2024,"£1,443",Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Apartment,1,1,Ask agent,"A nicely presented one bedroom top floor apartment situated close to Enfield Chase train station. Benefits include modern kitchen and bathroom suites, residents parking, gas central heating and laminate wood flooring. Available in March 2024"
https://www.rightmove.co.uk/properties/145401152#/?channel=RES_LET,Queens Avenue Muswell Hill N10,"£1,600 pcm",£369 pw,Now,Ask agent,Ask agent,Part furnished,Long term,Flat,1,1,Ask agent,"Situated in the heart of Muswell Hill's vibrant Broadway is this recently refurbished one bedroom top floor conversion to rent.

Located moments from a selection of shops and restaurants in Muswell Hill, and is also close to the open, green spaces of Alexandra Park. Highgate Underground Station is within easy reach, providing transport links into and out of the West End and City."
https://www.rightmove.co.uk/properties/141992258#/?channel=RES_LET,Holyport Road London SW6,"£3,467 pcm",£800 pw,15/03/2024,"£4,000",Ask agent,Furnished,Short term,Apartment,2,2,Ask agent,"SHORT LET A spacious two bedroom apartment with stunning river views. The flat has a generous sized two double bedrooms with ample storage and a large reception room, leading out on to a balcony. Further accommodation comprises of a separate, modern eat-in kitchen and a stylish bathroom and a shower room.

A smartly presented riverside apartment, ideally suited to a professional/ corporate tenant. Occupying the fourth floor of this purpose built block, the property's selling points include superb river views, and a large balcony. Offered furnished, this will be a popular choice with Hamptons’ tenants.

Includes a dedicated parking space."
https://www.rightmove.co.uk/properties/145401110#/?channel=RES_LET,"St. Johns Wood Court, London, NW8","£6,552 pcm","£1,512 pw",07/03/2024,"£9,072",Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Apartment,4,2,Ask agent,"Property Description

Modern four bedroom apartment situated in a sought after portered block offering a modern kitchen, bathroom, reception room with separate dining room, wooden flooring throughout and ample storage space.



The landlord of this property will consider applications that include use of our Deposit replacement scheme. Please note the terms of this scheme in our guide to tenants which is displayed on our website. Our client is offering the benefit of this scheme within the listed monthly rent for the lifetime of the tenancy.

If proceeding without a physical viewing please note that you must make all necessary additional investigations to satisfy yourself that all requirements you have of the property will be met. Video content and other marketing materials shown are believed to fairly represent the property at the time they were created."
https://www.rightmove.co.uk/properties/145218656#/?channel=RES_LET,"Creswick Walk, Hampstead Garden Suburb, London","£3,000 pcm",£692 pw,22/03/2024,Ask agent,Ask agent,Part furnished,Long term,3,1,Ask agent,Ask Agent,"The Property Shop are proud to present this beautiful three bedroom house in London! This property comprises of two large bedrooms, one beautiful reception with garden access, a spacious and bright kitchen, one family bathroom and a small size bedroom that can be use like as office also. Please call to arrange a viewing as you do not want to miss this one!"
https://www.rightmove.co.uk/properties/144887036#/?channel=RES_LET,"Murchison Road, London, E10","£1,400 pcm",£323 pw,Now,"£1,400",Ask agent,Part furnished,Long term,Flat,1,1,Ask agent,"*£250 for all bills per month *Hills Estate are delighted to present this charming 1bedroom flat, located at Murchison Road, London, E10, offers the perfect blend of comfort, convenience, and style. Situated in a prime location, this property is ideal for single professionals or couples seeking a contemporary urban lifestyle. Includes access to a private garden, adding a touch of tranquillity to your city living experience.

Step inside to discover a well appointed fitted kitchen and a cosy bedroom providing a peaceful retreat at the end of each day. The property is just a stone's throw away from Leyton station, offering easy access into central London for work or leisure, making commuting a breeze.

Convenience is at your doorstep with a variety of shops, supermarkets, and restaurants within close proximity.

Furthermore, the property is within reach of a vibrant array of amenities including healthcare facilities, fitness centres, parks, and entertainment options. With its close proximity to various attractions and services, this property offers the perfect balance of urban convenience and suburban tranquillity. Don't miss out on this exceptional opportunity to embrace the best of London living!"
https://www.rightmove.co.uk/properties/133987220#/?channel=RES_LET,"Merryweather Place, SE10","£1,900 pcm",£438 pw,31/05/2024,"£2,192",Ask agent,Furnished,Long term,Flat,1,1,Ask agent,"A fantastic sized one bedroom apartment with balcony that comes fully furnished, situated in a sought after development located moments from Greenwich mainline / DLR stations. Merryweather Place is situated a short walk from the Greenwich Station/DLR giving easy access to the City and Docklands as well as The Royal Park and local shops/restaurants. This one bedroom modern apartment is of a high specification and includes a fully fitted kitchen with integrated appliances, great size living area with hardwood flooring leading onto a wide length private balcony, which is accessible from both the living room and bedroom. Concierge is also present on site and the building offers a video entry and porter service for extra security and comfortability. **Available for occupation mid May 2023.**

This property is available with a Deposit Free option which means that instead of paying a traditional five weeks security deposit, you pay a fee of one weeks rent + VAT (subject to a minimum of £120 + VAT) to become a member of a deposit free renting scheme which significantly reduces the up-front costs. This fee is non-refundable and is not a deposit so cannot be used towards covering the cost of any future damage."
https://www.rightmove.co.uk/properties/145401020#/?channel=RES_LET,"Windsor Square, SE18","£3,100 pcm",£715 pw,19/04/2024,Ask agent,Ask agent,Furnished,Long term,House,2,3,Ask agent,"SPECTACULAR TWO BEDROOM DUPLEX property set within the heart of Windsor Square, situated within Royal Arsenal Riverside Development in the heart of Woolwich Arsenal. The property enjoys easy access to several transport stations, with Woolwich Overground train, Woolwich DLR, and Woolwich Cross Rail Elizabeth Line. There are plenty of local buses available along the area.

This impeccable apartment is offered on a furnished basis, and has been stylishly decorated throughout with contemporary furnishings. It comprises a large open plan reception room with dining space and sizeable bay windows affording lots of natural daylight into the property; a generous fully fitted modern kitchen with well-known integrated appliances, main bedroom with built-in wardrobe, and luxurious en-suite walk-in shower room, further double bedroom, a separate luxurious family bathroom and internal storage room.

The development offers 24 hours security, concierge, CCTV, lift access, residents' lounge, meeting room, reading area, beautiful swimming pool, spa, top-end fully equipped onsite gym facility, communal gardens, and high-spec cineplex (personal Blu-ray disc on demand) Nearby amenities include a selection of theatres, lively bars, nightclubs, restaurants, and cafes. EPC-B"
https://www.rightmove.co.uk/properties/145401014#/?channel=RES_LET,"Octavia House, SW6","£2,200 pcm",£508 pw,09/04/2024,Ask agent,Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"DELIGHTFUL ONE bedroom WITH PARKING Manhattan style apartment is situated on the second floor at Octavia House, part of the sought-after Imperial Wharf development.

A good sized open plan living area comprises a reception with space for dining, floor-to-ceiling windows leading to a private balcony affording lots of natural light, and a fully fitted kitchen with integrated appliances. There is a separate sleeping area partitioned by sliding doors with good storage space, and a sleek modern bathroom. The property is offered on a furnished basis spanning a well-proportioned 500 sq ft, and has been neutrally decorated with contemporary furnishings and wood floors throughout. Added benefits include comfort cooling and a home network system for state-of-the-art home entertainment.

The development benefits from a 24 hour concierge, residents' gym, communal gardens and secure underground parking, which is available via separate negotiation. Nearby transport options include Imperial Wharf Overground station, which offers a good range of services around London and a quick service to the West End in 30 minutes. The shops, bars, restaurants and cafes of Fulham and the fashionable King's Road are nearby. Imperial Wharf train station is literally a minutes walk away, with southward connections towards Clapham Junction (trains to Waterloo and Victoria) and north to West Brompton (District Line)."
https://www.rightmove.co.uk/properties/145400966#/?channel=RES_LET,"Links Side, Enfield","£1,700 pcm",£392 pw,08/03/2024,"£1,961",Ask agent,Unfurnished,Long term,Flat,2,1,Ask agent,"Lanes are delighted to offer recently modernised two bedroom first floor flat in Western Enfield and convenient for transport links to Oakwood tube station (Piccadilly Line) and Enfield Chase rail station. The property benefits from two bedrooms, shower room, double glazing, electric heating. Internal viewing highly recommended.

*COUNCIL TAX BAND C*

Tenant Requirements:
This property requires a household income of £51,000+."
https://www.rightmove.co.uk/properties/141303764#/?channel=RES_LET,"Sutton Court Road, Sutton, Surrey, SM1","£2,200 pcm",£508 pw,Ask agent,Ask agent,Ask agent,Unfurnished,Long term,Flat,2,2,"810 sq ft
75 sq m","Find the beauty in your new home.
Your new community in the heart of South London. Everything you need and more on your doorstep. The new way to rent.
Welcome to Sienna House.
Whether you are renting a Studio, 1, 2 or 3 bedroom apartment with us, you are joining a vibrant community in the heart of Sutton.
Our apartments come with high-spec contemporary finishes. We offer both furnished and unfurnished, along with loads of great layouts to choose from.
If you would like to find out more contact the onsite management team now and book in a viewing of your new home.
Everything on your doorstep, giving you, your time back.
Whether that's time entertaining friends in our private dining suite. A movie night in? Keep your pajamas on and pop down to the private cinema room. Sorry, no excuses not to work off that Sunday brunch with our gym and wellbeing studio. If that wasn't enough contact our team and find out everything and more we offer our community at Sienna House.

Location
A dynamic new community, tailored to you and your needs. A stone's throw away from central London... all the perks of big city life, with all the vibrancy of a small town community.
At Sienna House like-minded neighbours make the community perfect for everything from socialising to strategizing.
Sutton to London Bridge in 28-minutes.
*All content, imagery and information contained in this listing are included for general marketing purposes only. They should not be relied on to provide an exact representation of the properties available. All photos and/or images used are for illustrative purposes; actual room layouts, sizes and colours may vary."
https://www.rightmove.co.uk/properties/145368551#/?channel=RES_LET,"Newfoundland, Canary Wharf, E14","£4,680 pcm","£1,080 pw",Now,Ask agent,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Flat,2,2,Ask agent,"*1 MONTH RENT FREE* We are delighted to offer a 1 month rent free promotion to any renters moving in between now and the end of March!

Newfoundland is a striking new addition to Canary Wharf’s celebrated skyline. A new icon for the Estate, it’s the opportunity to rent an apartment in the UK’s tallest build-to-rent building 58 storeys above the River Thames with uninterrupted views eastwards over Canary Wharf and Docklands or westwards towards the City. Home to more than just your apartment, Newfoundland also provides residents with exclusive access to Vertus+ amenities including a gym and spin studio, lounge, west-facing terrace, private dining room and children's play area.

The building is conveniently connected to the Canary Wharf estate and wider London. Utilise transport connections including: Canary Wharf London Underground Station (Jubilee Line) / 3 mins travel*, Heron Quay station (DLR) / 4 mins travel*, South Quay station (DLR) / 8 mins travel*, Canary Wharf Crossrail Place (Elizabeth Line) / 10 minutes travel* (* approximate travel to stations).

Live on a privately managed Estate, home to 300 shops, bars and restaurants, 100 cultural events per year, and the UK’s largest free-to-visit collection of outdoor public art. The Estate also benefits from over 20 acres of landscaped parks and squares.

Resident amenities include a Lounge with a working-from-home and games area, the Terrace with a BBQ, Self-service bar, Private dining room, Gym and spin studio. Experience more with Vertus+. Residents can access the evolving amenities of Canary Wharf with ease via the Vertus+ app, granting unique discounts at neighbouring retailers and restaurants as well as exclusive invites to events hosted by our in-house events team – think Wine Wednesdays, Supper Clubs and much more.

What Is Build To Rent? Exceptionally built apartments, owned and operated by one entity. Vertus are a professional landlord, giving you peace of mind when renting your next home. No overseas Landlords or managing agents, Vertus have a dedicated team of Engineers, Cleaners, Building Managers and Concierge on-site to ensure your tenancy is secure, and stress free, with a large range of private amenity spaces for all our residents to enjoy, whilst also having access to a curated events programme and perks across the Canary Wharf estate.

*Please note that all images, floorplans and particulars included are for illustrative and indicative purposes only. Individual features and layout may vary.

*Available for student let"
https://www.rightmove.co.uk/properties/144930926#/?channel=RES_LET,"Hanover Square, Mayfair","£5,417 pcm","£1,250 pw",Ask agent,Ask agent,Ask agent,Furnished,Long term,Flat,1,1,Ask agent,"This stunning apartment is interior designed and finished to an exceptional standard.

Hanover Square is well located for excellent transport links across London. Oxford Circus tube station (Central, Northern and Victoria lines), Bond Street (Central, Elizabeth and Jubilee lines) and Green Park (Piccadilly, Victoria and Jubilee lines) are all nearby."
https://www.rightmove.co.uk/properties/136912115#/?channel=RES_LET,"Queens Road, London, E17","£1,350 pcm",£312 pw,Now,"£1,350",Ask agent,Part furnished,Long term,Flat,1,1,Ask agent,"Hills Estate are delighted to present this cosy one bedroom located in excellent location in Queens Road and close proximity to Walthamstow Queens Road station and local amenities.

The property comprises of one double bedroom with separate spacious reception room, good size bathroom and modern fitted kitchen. The property has new flooring and gas central heating throughout.

Ideal for working professional single or couple.

Ready to move in.

Please contact Hills Estate today to avoid disappointment."
https://www.rightmove.co.uk/properties/144661637#/?channel=RES_LET,"Bruford Court, London, SE8","£1,499 pcm",£346 pw,Now,"£1,845",Ask agent,Furnished,Long term,Flat,1,1,"463 sq ft
43 sq m","1 bedroom flat Water Rates Included in Rent in a Purpose built wood flooring throughout. Separate kitchen with electric hob and oven. Fridge Freezer, washing machine. Bathroom with shower over bath.

Council Tax Band: C- £1,613 per annum.
EPC B

Contact Cubix to arrange a viewing."
https://www.rightmove.co.uk/properties/145400549#/?channel=RES_LET,"The Mall, London, W5","£1,875 pcm",£433 pw,Ask agent,Ask agent,12 months,Furnished,Long term,Studio,1,"194 sq ft
18 sq m",Ask Agent,"All-inclusive co-living studios in the heart of Ealing!


* Flexible Tenancies
Co-living isn't a trend. It's a flexible and convenient way to live in a city. Whether you're passing through, or settling in for the long haul, we know you'll feel at home at The Apiary.



We are proud to present The Apiary, an exclusive collection of BRAND NEW Co-Living Studio apartments located in the heart of Ealing, with Ealing Broadway station just a few minute's walk away.


The Apiary offers modern all-inclusive en-suite Studio apartments furnished with bespoke fixtures and fittings. The kitchen area is fully fitted with an induction hob, fridge/freezer and combination microwave. The Studio benefits from floor-to-ceiling windows allowing plenty of natural daylight, built-in storage, and an en-suite shower room suite with storage.


Interested? Get in touch now to arrange a tour and secure your place at THE APIARY!

At The Apiary Members can indulge in a range of onsite amenities including:
* Dedicated Property Manager and Maintenance Team on site
* Co-Working and Members Lounge
* Large Communal Kitchen Diners
* Outdoor Roof Terrace
* Multi-Use Wellness Studio
* Meeting & Break Out Rooms
* Members App & Events Schedule
* All-day coffee at your Leisure
* Superfast broadband & Wi-Fi


Please note photos are for illustrative and indicative purposes only.
Contact us now to find out more and arrange a viewing."
